id,Prioridad,Cantidad,Ventas,Descuento,Modo_envio,Margen,Utilidad,Precio_venta,Precio_costo,Costo_envio,Nombre_cliente,Region,Segmento,Categoria,Subcategoria,Producto,Empaque,fecha_envio
1308,Critica,27,"5.286,12","0,010",Terrestre,"0,54","2829,9348","197,76","90,97","28,00",Hunter Lopez,Colombia,Consumidor,Tecnologia,Maquinas de oficina,Lexmark Z55se Color Inkjet Printer,Caja redonda,12/11/2020
1309,Critica,15,"2.685,98","0,050",Terrestre,"0,39","961,2825","188,49","114,98","51,42",Hunter Lopez,Colombia,Consumidor,Muebles,Librerias,Sauder Camden County Collection Library,Caja grande,11/11/2020
1310,Critica,16,"53,63","0,020",Aereo regular,"0,38","19,7056","3,42","2,12","1,99",Hunter Lopez,Colombia,Consumidor,Tecnologia,Perifericos,Fuji Slim Jewel Case CD-R,Paquete pequeno,12/11/2020
1311,Regular,39,"939,07","0,020",Aereo regular,"0,49","450,3954","24,57","12,53","0,49",Darrin Martin,Argentina,Negocio,Elementos de oficina,Etiquetas,Round Specialty Laser Printer Labels,Caja pequena,27/07/2017
1312,Regular,37,"318,29","0,070",Aereo expreso,"0,44","126,6325","9,25","5,18","2,04",Darrin Martin,Argentina,Negocio,Elementos de oficina,Papel,Array Memo Cubes,Bolsa,29/07/2017
1313,Baja,33,"6.854,65","0,090",Aereo regular,"0,47","2862,3078","228,26","120,98","9,07",Andrew Roberts,Bolivia,Oficina en casa,Elementos de oficina,Carpetas,GBC VeloBinder Electric Binding Machine,Caja pequena,20/01/2020
1314,Critica,1,"3,37","0,050",Aereo regular,"0,47","1,4925","3,55","1,88","1,49",Andy Reiter,Chile,Corporativo,Elementos de oficina,Carpetas,Staples General Use 3-Ring Binders,Caja pequena,15/04/2017
1315,Baja,12,"822,70","0,080",Aereo regular,"0,42","304,0608","74,52","43,22","16,71",Andy Reiter,Paraguay,Corporativo,Tecnologia,Perifericos,"Fellowes Mobile Numeric Keypad, Graphite",Caja pequena,5/01/2017
1316,Baja,49,"53.508,29","0,050",Aereo regular,"0,50","25346,034","1.149,48","574,74","24,49",Andy Reiter,Paraguay,Corporativo,Tecnologia,Maquinas de oficina,Polycom ViaVideo Desktop Video Communications Unit,Caja larga,10/01/2017
1317,Baja,12,"179,71","0,040",Aereo regular,"0,35","58,032","15,60","10,14","2,27",Andy Reiter,Paraguay,Corporativo,Elementos de oficina,Papel,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Bolsa,7/01/2017
1318,Regular,47,"2.154,76","0,100",Terrestre,"0,49","933,702","50,94","25,98","14,36",Becky Pak,Bolivia,Corporativo,Muebles,Tapetes,"Global Stack Chair without Arms, Black",Caja redonda,7/09/2018
1319,Regular,11,"66,67","0,090",Aereo regular,"0,38","21,2366","6,66","4,13","0,99",Becky Pak,Bolivia,Corporativo,Elementos de oficina,Etiquetas,Avery 491,Caja pequena,5/09/2018
1320,Regular,23,"5.083,92","0,000",Aereo regular,"0,43","2186,15","221,04","125,99","5,63",Becky Pak,Bolivia,Corporativo,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,5/09/2018
1321,Alta,13,"138,94","0,060",Aereo regular,"0,43","54,7014","11,37","6,48","8,40",Matthew Grinstein,Bolivia,Negocio,Elementos de oficina,Papel,Xerox 212,Caja pequena,10/04/2018
1322,Baja,50,"4.254,67","0,020",Aereo regular,"0,46","1910,17","86,83","46,89","5,10",Eugene Hildebrand,Argentina,Oficina en casa,Elementos de oficina,Accesorios,Bionaire Personal Warm Mist Humidifier/Vaporizer,Caja mediana,23/04/2017
1323,Baja,19,"5.193,17","0,050",Terrestre,"0,51","2514,5455","287,71","140,98","36,09",Eugene Hildebrand,Argentina,Oficina en casa,Muebles,Librerias,"Sauder Forest Hills Library, Woodland Oak Finish",Caja grande,25/04/2017
1324,Baja,49,"18.751,32","0,100",Terrestre,"0,50","8333,92","425,20","212,60","110,20",Eugene Hildebrand,Argentina,Oficina en casa,Muebles,Mesas,Bush Advantage Collection Round Conference Table,Caja grande,25/04/2017
1325,Baja,10,"64,39","0,060",Aereo regular,"0,39","22,59","6,85","4,18","2,99",Christine Sundaresam,Paraguay,Negocio,Elementos de oficina,Carpetas,Avery Durable Slant Ring Binders With Label Holder,Caja pequena,8/09/2017
1326,Normal,18,"579,23","0,040",Aereo expreso,"0,54","301,6656","33,52","15,42","10,68",Christine Abelman,Colombia,Corporativo,Elementos de oficina,Organizadores,"Decoflex Hanging Personal Folder File, Blue",Caja pequena,23/04/2017
1327,Alta,6,"16,91","0,070",Aereo regular,"0,38","5,6274","3,03","1,88","1,49",Sung Shariari,Paraguay,Corporativo,Elementos de oficina,Carpetas,Staples General Use 3-Ring Binders,Caja pequena,14/09/2019
1328,Regular,15,"165,38","0,020",Aereo regular,"0,40","64,125","11,25","6,75","2,99",Harold Dahlen,Bolivia,Corporativo,Elementos de oficina,Carpetas,Wilson Jones DublLock D-Ring Binders,Caja pequena,21/02/2019
1329,Regular,13,"5.043,62","0,030",Terrestre,"0,39","1871,8817","399,97","243,98","43,32",Harold Dahlen,Bolivia,Corporativo,Muebles,Tapetes,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Caja redonda,21/02/2019
1330,Critica,35,"160,36","0,080",Aereo regular,"0,37","50,456","4,98","3,14","1,92",Sue Ann Reed,Paraguay,Consumidor,Elementos de oficina,Tijeras,Serrated Blade or Curved Handle Hand Letter Openers,Bolsa,9/08/2019
1331,Baja,8,"197,52","0,010",Aereo regular,"0,48","93,7648","24,94","12,97","1,49",Herbert Flentye,Argentina,Negocio,Elementos de oficina,Carpetas,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Caja pequena,4/03/2018
1332,Baja,9,"1.844,12","0,040",Aereo regular,"0,48","845,2116","213,44","110,99","2,50",Herbert Flentye,Argentina,Negocio,Tecnologia,Telefonos,T18,Caja pequena,3/03/2018
1333,Regular,39,"411,72","0,100",Aereo regular,"0,49","178,503","11,73","5,98","5,35",Gene McClure,Chile,Oficina en casa,Elementos de oficina,Papel,Xerox 1947,Caja pequena,17/03/2017
1334,Regular,2,"329,55","0,040",Terrestre,"0,47","147,6088","171,64","90,97","14,00",Todd Boyes,Argentina,Negocio,Tecnologia,Maquinas de oficina,Lexmark Z54se Color Inkjet Printer,Caja redonda,23/01/2020
1335,Regular,23,"230,01","0,080",Aereo regular,"0,45","92,4692","10,87","5,98","7,15",Todd Boyes,Argentina,Negocio,Elementos de oficina,Papel,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Caja pequena,24/01/2020
1336,Alta,12,"442,89","0,050",Aereo regular,"0,46","191,13","38,85","20,98","21,20",Larry Tron,Bolivia,Oficina en casa,Muebles,Mobiliario,36X48 HARDFLOOR CHAIRMAT,Caja mediana,4/01/2017
1337,Normal,44,"338,00","0,070",Aereo regular,"0,50","156,2792","8,26","4,13","0,50",Alan Barnes,Peru,Corporativo,Elementos de oficina,Etiquetas,Avery 506,Caja pequena,16/08/2019
1338,Baja,26,"6.600,33","0,030",Aereo regular,"0,51","3266,0862","261,71","128,24","12,65",Rose O'Brian,Argentina,Oficina en casa,Muebles,Tapetes,SAFCO Folding Chair Trolley,Caja mediana,19/10/2020
1339,Baja,14,"148,18","0,020",Aereo regular,"0,50","72,576","10,80","5,40","7,78",Sally Knutson,Bolivia,Consumidor,Elementos de oficina,Carpetas,3M Organizer Strips,Caja pequena,23/07/2019
1340,Regular,25,"220,28","0,100",Aereo regular,"0,42","78,275","9,79","5,68","3,60",Scott Cohen,Bolivia,Consumidor,Elementos de oficina,Tijeras,Acme Preferred Stainless Steel Scissors,Paquete pequeno,25/03/2020
1341,Critica,29,"2.117,01","0,020",Aereo regular,"0,45","928,8758","74,49","40,97","1,99",Alan Dominguez,Bolivia,Corporativo,Tecnologia,Perifericos,"TDK 4.7GB DVD-R Spindle, 15/Pack",Paquete pequeno,11/09/2018
1342,Critica,39,"4.023,22","0,030",Aereo expreso,"0,54","2115,3405","106,35","48,92","4,50",Thomas Thornton,Peru,Consumidor,Elementos de oficina,Accesorios,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Caja pequena,24/01/2019
1343,Critica,5,"35,60","0,000",Aereo regular,"0,42","14,95","7,12","4,13","0,50",Thomas Thornton,Peru,Consumidor,Elementos de oficina,Etiquetas,Avery 506,Caja pequena,24/01/2019
1344,Critica,43,"198,92","0,100",Aereo regular,"0,44","75,078","5,14","2,88","1,01",Thomas Thornton,Peru,Consumidor,Elementos de oficina,Boligrafos,"Sanford Colorific Colored Pencils, 12/Box",Bolsa,24/01/2019
1345,Normal,7,"186,35","0,010",Aereo regular,"0,35","63,9877","26,89","17,48","1,99",Irene Maddox,Paraguay,Consumidor,Tecnologia,Perifericos,"Maxell Pro 80 Minute CD-R, 10/Pack",Paquete pequeno,24/03/2020
1346,Critica,23,"1.266,73","0,040",Aereo regular,"0,46","554,1896","57,37","30,98","11,63",Valerie Takahito,Paraguay,Consumidor,Elementos de oficina,Carpetas,GBC Linen Binding Covers,Caja pequena,9/12/2019
1347,Critica,4,"36,92","0,060",Aereo regular,"0,50","17,2832","9,82","4,91","0,50",Valerie Takahito,Paraguay,Consumidor,Elementos de oficina,Etiquetas,Avery 508,Caja pequena,10/12/2019
1348,Alta,16,"4.788,14","0,100",Aereo regular,"0,51","2181,264","332,51","162,93","19,99",Bruce Degenhardt,Argentina,Oficina en casa,Elementos de oficina,Sobres,Multimedia Mailers,Caja pequena,13/05/2018
1349,Alta,49,"1.176,37","0,060",Aereo regular,"0,46","500,6624","25,54","13,79","8,78",Bruce Degenhardt,Argentina,Oficina en casa,Muebles,Mobiliario,9-3/4 Diameter Round Wall Clock,Caja pequena,11/05/2018
1350,Alta,16,"613,62","0,050",Aereo regular,"0,48","277,784","40,37","20,99","3,30",Bruce Degenhardt,Argentina,Oficina en casa,Tecnologia,Telefonos,Accessory39,Paquete pequeno,13/05/2018
1351,Alta,50,"7.869,13","0,030",Aereo regular,"0,47","3569,625","162,25","85,99","3,30",Bruce Degenhardt,Peru,Oficina en casa,Tecnologia,Telefonos,Accessory20,Paquete pequeno,13/05/2018
1352,Critica,43,"521,59","0,000",Aereo regular,"0,40","208,55","12,13","7,28","3,52",Kimberly Carter,Bolivia,Oficina en casa,Tecnologia,Perifericos,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Paquete pequeno,11/10/2018
1353,Baja,47,"1.225,85","0,100",Aereo regular,"0,45","476,674","28,98","15,94","5,45",Chad Sievert,Colombia,Corporativo,Elementos de oficina,Boligrafos,Boston 16701 Slimline Battery Pencil Sharpener,Paquete pequeno,1/11/2020
1354,Critica,18,"59,76","0,000",Aereo regular,"0,47","28,08","3,32","1,76","0,70",Sean Christensen,Argentina,Oficina en casa,Elementos de oficina,Boligrafos,Newell 310,Bolsa,6/09/2019
1355,Baja,48,"14.990,67","0,060",Aereo regular,"0,38","5103,1488","332,24","205,99","8,99",Adam Shillingsburg,Bolivia,Corporativo,Tecnologia,Telefonos,TimeportP7382,Caja pequena,19/09/2017
1356,Normal,50,"2.718,03","0,020",Aereo regular,"0,51","1359,03","55,47","27,18","8,23",Kelly Williams,Bolivia,Corporativo,Elementos de oficina,Sobres,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Caja pequena,17/07/2020
1357,Normal,1,"335,66","0,020",Terrestre,"0,53","174,6798","342,51","160,98","30,00",Edward Nazzal,Argentina,Oficina en casa,Muebles,Tapetes,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Caja redonda,19/08/2017
1358,Alta,16,"8.881,46","0,080",Terrestre,"0,41","3185,7792","603,36","355,98","58,92",Eric Barreto,Colombia,Negocio,Muebles,Tapetes,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Caja redonda,20/03/2017
1359,Baja,9,"83,36","0,050",Aereo regular,"0,40","30,7125","9,75","5,85","2,27",Adam Bellavance,Bolivia,Negocio,Elementos de oficina,Boligrafos,"Dixon My First Ticonderoga Pencil, #2",Bolsa,24/04/2018
1360,Baja,23,"590,39","0,050",Aereo regular,"0,42","229,977","27,02","15,67","1,39",Amy Hunt,Paraguay,Oficina en casa,Elementos de oficina,Sobres,"#10 White Business Envelopes,4 1/8 x 9 1/2",Caja pequena,14/05/2019
1361,Regular,24,"9.337,25","0,100",Terrestre,"0,35","2593,728","432,28","280,98","35,67",Jack O'Briant,Colombia,Consumidor,Muebles,Mesas,Global Adaptabilities Conference Tables,Caja grande,4/04/2019
1362,Regular,26,"1.867,29","0,030",Aereo regular,"0,46","827,8088","74,04","39,98","7,12",Jack O'Briant,Paraguay,Consumidor,Tecnologia,Perifericos,"IBM Active Response Keyboard, Black",Caja pequena,4/04/2019
1363,Regular,21,"2.317,70","0,030",Aereo regular,"0,42","931,9086","113,78","65,99","3,99",Jack O'Briant,Paraguay,Consumidor,Tecnologia,Telefonos,StarTAC 7760,Caja pequena,4/04/2019
1364,Alta,27,"102,91","0,010",Aereo regular,"0,46","46,7505","3,85","2,08","5,33",Chad Sievert,Colombia,Corporativo,Muebles,Mobiliario,Eldon Wave Desk Accessories,Caja pequena,5/10/2017
1365,Alta,14,"8.396,51","0,030",Terrestre,"0,40","3202,794","618,30","370,98","99,00",Chad Sievert,Colombia,Corporativo,Elementos de oficina,Organizadores,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Caja redonda,6/10/2017
1366,Critica,43,"3.453,20","0,100",Aereo expreso,"0,53","1649,781","89,23","41,94","2,99",Chad Sievert,Colombia,Corporativo,Elementos de oficina,Carpetas,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Caja pequena,2/02/2020
1367,Critica,17,"160,47","0,070",Aereo regular,"0,48","70,7115","10,15","5,28","2,99",Chad Sievert,Colombia,Corporativo,Elementos de oficina,Carpetas,"Wilson Jones 1"" Hanging DublLock Ring Binders",Caja pequena,1/02/2020
1368,Critica,31,"1.180,87","0,020",Aereo regular,"0,45","518,0906","38,87","21,38","8,99",Chad Sievert,Colombia,Corporativo,Elementos de oficina,Boligrafos,Boston 1730 StandUp Electric Pencil Sharpener,Paquete pequeno,1/02/2020
1369,Alta,25,"253,00","0,000",Aereo regular,"0,43","108,75","10,12","5,77","5,92",Mick Hernandez,Argentina,Oficina en casa,Muebles,Mobiliario,DAX Cubicle Frames - 8x10,Caja mediana,13/10/2017
1370,Alta,32,"10.025,28","0,000",Terrestre,"0,55","5513,92","313,29","140,98","53,48",Grant Carroll,Peru,Corporativo,Muebles,Librerias,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Caja grande,17/08/2019
1371,Alta,44,"21.110,05","0,010",Aereo regular,"0,55","11514,5272","484,62","218,08","18,06",Grant Carroll,Peru,Corporativo,Muebles,Tapetes,"Lifetime Advantage Folding Chairs, 4/Carton",Caja larga,17/08/2019
1372,Alta,34,"3.356,06","0,090",Aereo expreso,"0,53","1622,7418","108,47","50,98","6,50",Grant Carroll,Peru,Corporativo,Tecnologia,Perifericos,Microsoft Natural Multimedia Keyboard,Caja pequena,17/08/2019
1373,Alta,47,"16.559,56","0,010",Aereo expreso,"0,53","8697,8717","355,89","167,27","35,00",Maribeth Dona,Colombia,Oficina en casa,Elementos de oficina,Organizadores,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Caja larga,3/05/2020
1374,Regular,36,"15.944,52","0,070",Terrestre,"0,41","5829,2352","476,24","280,98","57,00",Thais Sissman,Paraguay,Corporativo,Muebles,Tapetes,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Caja redonda,20/06/2017
1375,Regular,39,"346,71","0,000",Aereo regular,"0,44","152,49","8,89","4,98","7,44",Thais Sissman,Paraguay,Corporativo,Elementos de oficina,Papel,Xerox 1922,Caja pequena,21/06/2017
1376,Regular,30,"188,46","0,100",Aereo regular,"0,43","69,06","6,98","3,98","0,83",Thais Sissman,Paraguay,Corporativo,Elementos de oficina,Boligrafos,Fluorescent Highlighters by Dixon,Bolsa,21/06/2017
1377,Critica,37,"7.182,15","0,090",Aereo regular,"0,55","3630,5177","213,31","95,99","4,90",Liz Pelletier,Bolivia,Corporativo,Tecnologia,Telefonos,T60,Caja pequena,6/09/2019
1378,Regular,31,"135,50","0,060",Aereo expreso,"0,51","64,821","4,65","2,28","5,20",Suzanne McNair,Paraguay,Corporativo,Elementos de oficina,Boligrafos,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Bolsa,1/12/2018
1379,Baja,12,"127,18","0,080",Aereo regular,"0,42","47,0208","11,52","6,68","5,20",Raymond Book,Bolivia,Consumidor,Elementos de oficina,Papel,Xerox 1977,Caja pequena,7/08/2018
1380,Baja,1,"17,98","0,060",Aereo regular,"0,47","7,8422","19,13","10,14","2,27",Delfina Latchford,Peru,Negocio,Elementos de oficina,Papel,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Bolsa,4/03/2017
1381,Regular,46,"5.590,90","0,080",Aereo regular,"0,44","2187,8152","132,11","73,98","4,00",Sonia Sunley,Bolivia,Corporativo,Tecnologia,Perifericos,Keytronic 105-Key Spanish Keyboard,Caja pequena,18/05/2017
1382,Regular,21,"132,95","0,020",Aereo regular,"0,43","55,6668","6,46","3,68","1,32",Sonia Sunley,Bolivia,Corporativo,Elementos de oficina,Tijeras,"*Staples* vLetter Openers, 2/Pack",Bolsa,17/05/2017
1383,Regular,16,"164,42","0,070",Aereo regular,"0,45","67,144","11,05","6,08","0,91",Dan Campbell,Peru,Corporativo,Elementos de oficina,Boligrafos,Zebra Zazzle Fluorescent Highlighters,Bolsa,8/09/2017
1384,Regular,28,"800,88","0,080",Aereo regular,"0,36","243,6784","31,09","19,90","5,29",Dan Campbell,Peru,Corporativo,Elementos de oficina,Accesorios,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Caja mediana,9/09/2017
1385,Regular,46,"291,22","0,020",Aereo regular,"0,48","136,6568","6,46","3,36","6,27",Dan Campbell,Peru,Corporativo,Elementos de oficina,Carpetas,Cardinal Poly Pocket Divider Pockets for Ring Binders,Caja pequena,9/09/2017
1386,Alta,31,"248,62","0,000",Aereo regular,"0,39","97,03","8,02","4,89","4,93",Craig Molinari,Paraguay,Negocio,Tecnologia,Perifericos,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Paquete pequeno,13/01/2020
1387,Alta,44,"13.025,76","0,000",Terrestre,"0,49","6382,64","296,04","150,98","39,25",Craig Molinari,Paraguay,Negocio,Muebles,Mesas,"Iceberg OfficeWorks 42"" Round Tables",Caja grande,12/01/2020
1388,Alta,2,"311,31","0,080",Aereo regular,"0,53","152,2696","169,19","79,52","48,20",Helen Wasserman,Chile,Oficina en casa,Muebles,Mobiliario,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Caja mediana,30/04/2019
1389,Alta,2,"395,34","0,090",Aereo regular,"0,42","143,3604","217,22","125,99","5,99",Helen Wasserman,Chile,Oficina en casa,Tecnologia,Telefonos,i600,Caja pequena,28/04/2019
1390,Baja,20,"945,60","0,000",Aereo regular,"0,35",331,"47,28","30,73","4,00",Grant Thornton,Peru,Corporativo,Tecnologia,Perifericos,Fellowes 17-key keypad for PS/2 interface,Caja pequena,19/02/2018
1391,Regular,49,"1.521,75","0,020",Aereo regular,"0,36","528,0338","31,69","20,28","6,68",Sanjit Engle,Paraguay,Oficina en casa,Muebles,Mobiliario,"Seth Thomas 8 1/2"" Cubicle Clock",Caja pequena,8/08/2018
1392,Critica,39,"225,03","0,000",Aereo regular,"0,38","85,41","5,77","3,58","5,47",Michael Paige,Chile,Negocio,Elementos de oficina,Carpetas,Avery Poly Binder Pockets,Caja pequena,10/02/2018
1393,Normal,6,"82,31","0,070",Aereo expreso,"0,40","29,205","14,75","8,85","5,60",Brian Stugart,Peru,Consumidor,Elementos de oficina,Carpetas,GBC Standard Plastic Binding Systems Combs,Caja pequena,17/11/2018
1394,Normal,10,"7.815,65","0,010",Aereo regular,"0,43","3315,754","789,46","449,99","24,49",Brian Stugart,Peru,Consumidor,Tecnologia,Copiadoras,Canon PC940 Copier,Caja larga,18/11/2018
1395,Critica,16,"11.644,55","0,080",Terrestre,"0,55","5948,8704","791,07","355,98","58,92",Sonia Sunley,Bolivia,Corporativo,Muebles,Tapetes,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Caja redonda,4/01/2019
1396,Critica,1,"276,77","0,020",Terrestre,"0,43","115,7916","282,42","160,98","30,00",Sonia Sunley,Bolivia,Corporativo,Muebles,Tapetes,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Caja redonda,4/01/2019
1397,Critica,24,"11.239,13","0,100",Terrestre,"0,46","4495,608","520,33","280,98","35,67",Sonia Sunley,Bolivia,Corporativo,Muebles,Mesas,Global Adaptabilities Conference Tables,Caja grande,2/01/2019
1398,Baja,19,"929,04","0,100",Aereo regular,"0,37","278,673","54,33","34,23","5,02",Evan Henry,Peru,Corporativo,Muebles,Mobiliario,Hand-Finished Solid Wood Document Frame,Caja pequena,6/05/2017
1399,Alta,22,"179,10","0,040",Aereo regular,"0,50","85,8176","8,48","4,24","5,41",Jennifer Halladay,Argentina,Oficina en casa,Elementos de oficina,Carpetas,Storex DuraTech Recycled Plastic Frosted Binders,Caja pequena,10/10/2018
1400,Baja,27,"20.393,78","0,020",Terrestre,"0,35","6867,3204","770,74","500,98","41,44",Christopher Martinez,Bolivia,Negocio,Muebles,Librerias,DMI Eclipse Executive Suite Bookcases,Caja grande,25/03/2017
1401,Critica,48,"2.442,35","0,060",Terrestre,"0,52","1195,3056","54,13","25,98","14,36",Darren Budd,Argentina,Corporativo,Muebles,Tapetes,"Global Stack Chair without Arms, Black",Caja redonda,25/11/2017
1402,Normal,14,"676,37","0,090",Aereo regular,"0,36","200,6466","53,09","33,98","19,99",Barry Franz,Colombia,Corporativo,Muebles,Mobiliario,"Linden 12"" Wall Clock With Oak Frame",Caja pequena,29/11/2018
1403,Normal,48,"652,44","0,020",Aereo regular,"0,38","239,6448","13,87","8,60","6,19",Barry Franz,Colombia,Corporativo,Elementos de oficina,Carpetas,Avery Printable Repositionable Plastic Tabs,Caja pequena,1/12/2018
1404,Regular,10,"1.127,33","0,040",Aereo regular,"0,37","387,528","117,43","73,98","14,52",Liz Carlisle,Paraguay,Corporativo,Tecnologia,Perifericos,Keytronic French Keyboard,Caja pequena,24/06/2019
